DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
07-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,0.000,0.000,0.000,0.000,0.00000,%,0.00,0.00,0.00,0.00,0.00,0.00,,production,WI
08-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,0.000,1.00306,%,0.00,0.00,0.00,0.00,0.00,0.00,,production,OP
09-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,0.000,0.97901,%,0.00,0.00,0.00,0.00,0.00,0.00,,production,OP
10-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,0.000,0.54576,%,0.00,0.00,0.00,0.00,0.00,0.00,,production,OP
11-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,310.376,96.876,277.278,0.000,1.21599,%,33.10,10.48,33.07,0.00,0.00,0.00,,production,OP
12-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,303.501,96.923,281.447,0.000,3.08702,%,22.05,8.70,22.05,0.00,0.00,0.00,,production,OP
13-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,303.535,96.959,276.032,0.000,1.96237,%,27.50,9.42,16.16,0.00,0.00,0.00,,production,OP
14-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,303.782,96.969,282.787,0.000,0.00000,%,21.00,8.13,20.74,0.00,0.00,0.00,,production,OP
15-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,303.858,97.021,289.941,0.000,31.14186,%,13.92,8.50,12.18,0.00,0.00,0.00,,production,OP
16-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,303.792,97.066,299.672,0.000,0.00000,%,4.12,8.82,1.49,0.00,0.00,0.00,,production,OP
17-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,304.335,96.919,282.901,0.000,41.23599,%,21.43,8.85,18.79,0.00,0.00,0.00,,production,OP
18-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,304.849,96.720,273.701,0.000,0.00000,%,31.15,9.64,28.50,0.00,0.00,0.00,,production,OP
19-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,305.371,96.616,259.620,0.000,0.43686,%,45.75,9.64,43.16,0.00,0.00,0.00,,production,OP
20-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,313.871,96.560,282.814,0.000,0.45428,%,31.06,9.62,28.48,0.00,0.00,0.00,,production,OP
21-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,11.50,301.376,102.676,204.795,0.000,20.98975,%,96.58,19.20,69.78,0.00,0.00,0.00,,production,OP
22-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,289.421,106.353,182.059,0.000,43.34345,%,107.36,37.94,78.94,631.47,90439.09,0.00,,production,OP
23-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,270.240,107.644,171.053,,47.16752,%,99.19,60.76,70.63,1166.46,165720.39,0.00,,production,OP
24-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,262.843,107.869,168.242,,47.73231,%,94.60,63.05,66.05,1549.81,221707.31,0.00,,production,OP
25-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,255.527,107.971,165.539,,48.53377,%,89.99,64.55,61.41,1248.70,178063.52,0.00,,production,OP
26-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,247.199,108.052,162.422,,49.84450,%,84.78,65.72,56.15,1345.78,192602.19,0.00,,production,OP
27-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,240.736,108.054,159.899,,50.29698,%,80.84,66.93,52.20,1349.56,194496.27,0.00,,production,OP
28-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,235.021,108.042,157.683,,50.73588,%,77.34,67.85,48.71,1345.61,192899.71,0.00,,production,OP
29-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,232.744,107.988,156.795,,50.11392,%,75.95,65.71,47.38,1279.46,184900.31,0.00,,production,OP
30-Apr-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,233.298,107.893,157.179,,48.92679,%,76.12,62.80,47.61,1225.62,177107.86,0.00,,production,OP
01-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,231.089,107.877,156.399,,48.93863,%,74.69,62.38,46.20,1212.90,174608.88,0.00,,production,OP
02-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,231.419,107.817,156.690,,48.30370,%,74.73,60.75,46.15,1074.04,154870.67,0.00,,production,OP
03-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,230.766,107.795,156.606,,48.17350,%,74.16,60.63,45.73,1044.17,147929.93,0.00,,production,OP
04-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,230.596,107.764,156.688,,47.46609,%,73.91,58.28,45.49,970.20,139378.45,0.00,,production,OP
05-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.424,107.780,156.429,,47.84002,%,72.99,54.90,44.55,946.12,136980.49,0.00,,production,OP
06-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.902,107.860,154.951,,49.00558,%,70.95,58.88,42.45,1002.83,144950.15,0.00,,production,OP
07-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.768,107.838,155.059,,47.92040,%,70.71,57.43,42.05,925.31,135000.24,0.00,,production,OP
08-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.687,107.821,155.142,,47.29695,%,70.55,57.66,41.16,913.86,127564.51,0.00,,production,OP
09-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,13.83,227.798,107.599,156.852,,29.13359,%,70.95,55.96,41.75,176.80,24322.70,0.00,,production,OP
10-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.061,107.684,155.165,,48.13438,%,70.90,57.37,41.90,944.19,52162.58,0.00,,production,OP
11-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.097,107.836,155.162,,47.49389,%,69.94,58.02,41.48,823.41,117731.72,0.00,,production,OP
12-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.023,107.772,155.797,,46.93359,%,70.23,56.89,41.81,769.01,111238.01,0.00,,production,OP
13-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.905,107.717,156.577,,46.33520,%,70.33,54.26,41.93,740.80,107144.40,0.00,,production,OP
14-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.576,107.741,156.204,,45.16209,%,69.37,55.00,40.98,713.24,102880.55,0.00,,production,OP
15-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.893,107.709,156.826,,46.31644,%,69.07,48.60,40.65,743.83,106745.44,0.00,,production,OP
16-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.701,107.710,157.108,,46.34614,%,68.59,48.38,40.14,736.09,104864.02,0.00,,production,OP
17-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.603,107.778,156.346,,47.08721,%,67.26,53.92,38.84,782.88,110078.32,0.00,,production,OP
18-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.102,107.889,154.695,,47.76981,%,65.41,53.83,36.99,834.68,117387.58,0.00,,production,OP
19-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.490,107.860,155.176,,47.13595,%,65.31,55.75,36.91,788.80,109517.37,0.00,,production,OP
20-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.154,107.859,155.238,,47.14247,%,64.92,55.63,36.51,783.06,109362.20,0.00,,production,OP
21-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.066,107.851,155.375,,46.52459,%,64.69,52.24,36.28,743.77,104993.12,0.00,,production,OP
22-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.983,107.852,155.547,,46.28900,%,64.44,53.66,36.02,735.41,107115.77,0.00,,production,OP
23-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.863,107.867,155.572,,46.28423,%,64.29,49.05,35.87,742.89,108079.03,93.31,,production,OP
24-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.923,107.883,155.753,,46.24216,%,64.17,54.69,35.75,746.54,108387.02,100.42,,production,OP
25-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.977,107.903,155.904,,46.26168,%,64.07,55.23,35.67,750.57,105809.71,101.01,,production,OP
26-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.974,107.921,156.043,,46.26511,%,63.93,55.10,35.53,727.26,106514.13,86.62,,production,OP
27-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.980,107.936,156.243,,46.22633,%,63.74,55.31,35.33,715.50,105800.29,91.08,,production,OP
28-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.267,107.445,155.716,,46.21500,%,63.55,55.51,35.16,695.01,102249.56,76.96,,production,OP
29-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.007,107.962,156.549,,46.21506,%,63.46,56.17,35.05,698.77,102823.50,77.13,,production,OP
30-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.000,107.974,156.665,,46.23157,%,63.34,55.85,34.92,704.08,103977.99,77.96,,production,OP
31-May-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.994,107.985,156.783,,46.20740,%,63.21,55.60,34.79,715.93,105761.32,78.99,,production,OP
01-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.006,107.994,156.864,,46.26479,%,63.14,55.96,34.73,724.21,107035.76,80.08,,production,OP
02-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,22.00,221.328,107.825,157.538,,41.71340,%,63.79,50.77,35.35,459.83,68263.31,46.21,,production,OP
03-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.240,107.965,157.868,,46.19319,%,62.37,53.05,33.95,715.10,104865.93,80.70,,production,OP
04-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.268,107.961,159.451,,46.15731,%,61.82,53.74,33.39,706.80,104234.10,79.73,,production,OP
05-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.045,107.973,158.758,,47.04157,%,62.29,54.24,33.84,677.29,99517.49,90.57,,production,OP
06-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.750,107.987,157.674,,47.20270,%,63.08,56.53,34.65,690.38,99850.49,92.18,,production,OP
07-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.640,107.994,157.278,,47.19411,%,63.36,56.62,34.93,694.30,100306.26,92.07,,production,OP
08-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.504,108.003,157.185,,47.15202,%,63.32,52.05,34.89,690.70,99959.04,91.25,,production,OP
09-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,19.50,221.451,107.757,159.113,,38.97891,%,62.34,53.56,34.67,238.45,34915.85,28.15,,production,OP
10-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.852,107.991,158.075,,46.51253,%,62.78,54.49,34.35,647.11,95262.30,84.88,,production,OP
11-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.415,108.065,156.685,,47.81521,%,61.73,54.30,33.31,745.92,108793.22,94.23,,production,OP
12-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.497,108.139,155.559,,48.72777,%,59.94,61.56,31.53,804.85,116554.82,101.88,,production,OP
13-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.823,108.135,154.685,,48.26392,%,60.14,62.33,31.74,818.89,120308.03,56.75,,production,OP
14-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.833,108.105,155.598,,48.00591,%,60.23,59.58,31.84,781.21,115374.09,54.32,,production,OP
15-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.877,108.114,154.958,,48.04032,%,59.92,60.77,31.54,786.16,116058.03,54.55,,production,OP
16-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.381,108.088,155.333,,47.74037,%,60.05,59.44,31.67,757.43,111152.61,51.84,,production,OP
17-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.119,108.067,155.978,,47.62397,%,60.14,58.61,31.76,726.50,107050.89,50.67,,production,OP
18-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.984,108.066,156.197,,47.63986,%,59.79,58.66,31.40,723.96,106456.63,51.30,,production,OP
19-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.818,108.066,156.378,,47.60717,%,59.44,57.55,31.05,715.28,105827.77,52.96,,production,OP
20-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.579,108.073,156.488,,47.58517,%,59.09,58.45,30.70,710.62,104860.95,50.87,,production,OP
21-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.304,108.079,156.599,,47.61120,%,58.70,58.70,30.31,708.04,104155.82,50.48,,production,OP
22-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.949,108.085,156.713,,47.61982,%,58.24,58.42,29.85,702.73,102417.80,51.70,,production,OP
23-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.858,108.087,157.394,,47.65973,%,57.46,57.88,28.78,695.74,102284.59,51.69,,production,OP
24-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.897,108.080,157.989,,47.62792,%,56.91,57.35,28.52,658.27,96651.98,94.65,,production,OP
25-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.822,108.084,157.947,,46.56755,%,56.88,58.01,28.48,576.35,85082.22,79.35,,production,OP
26-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,16.58,219.559,107.447,158.581,,44.00000,%,60.98,49.15,35.12,369.83,55419.55,51.46,,production,OP
27-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,23.83,217.252,107.635,162.789,,44.37510,%,54.46,50.51,26.03,418.45,63214.18,59.20,,production,OP
28-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.093,108.078,160.766,,47.05341,%,54.33,55.69,25.90,588.96,88192.51,91.66,,production,OP
29-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.259,108.099,160.197,,46.83166,%,55.06,55.97,26.65,571.88,85616.39,81.73,,production,OP
30-Jun-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.351,108.108,160.212,,45.82783,%,55.14,56.01,26.73,512.52,76979.08,71.37,,production,OP
01-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.385,108.114,160.417,,46.78696,%,54.97,56.25,26.56,563.26,84307.54,78.69,,production,OP
02-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.407,108.119,160.599,,46.79973,%,54.81,51.65,26.39,564.26,84364.91,78.72,,production,OP
03-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.332,108.124,160.782,,46.80369,%,54.55,50.82,26.13,565.09,84351.11,78.88,,production,OP
04-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.211,108.129,161.101,,46.84702,%,54.11,51.42,25.68,563.73,84183.26,79.55,,production,OP
05-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.119,108.132,161.484,,46.85599,%,53.63,54.23,25.20,563.46,83869.61,79.95,,production,OP
06-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.067,108.134,161.973,,46.86472,%,53.09,56.64,24.66,563.38,83853.80,80.30,,production,OP
07-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.070,108.136,162.407,,46.82457,%,52.66,54.97,24.23,522.00,77846.76,154.47,,production,WI
08-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.047,108.139,163.023,,46.80372,%,52.02,57.49,23.59,523.33,77885.20,247.10,,production,OP
09-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.136,108.140,163.889,,46.80708,%,51.25,56.12,22.80,521.97,77858.58,247.09,,production,OP
10-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.165,108.143,164.233,,46.79164,%,50.93,57.49,22.48,490.49,73240.81,212.89,,production,OP
11-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.188,108.144,164.696,,46.78773,%,50.49,56.12,22.04,491.71,72894.63,253.18,,production,OP
12-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.464,108.142,165.927,,46.85941,%,49.54,56.63,21.08,488.44,72637.03,203.87,,production,OP
13-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.759,108.134,166.743,,46.80047,%,49.02,57.20,20.54,481.59,71515.34,199.79,,production,OP
14-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.977,108.121,167.412,,47.00266,%,48.57,56.78,20.10,492.02,73095.92,215.32,,production,OP
15-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.051,108.145,166.189,,47.88536,%,48.86,56.40,20.38,476.08,70443.10,246.80,,production,OP
16-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.827,108.150,166.342,,47.76055,%,48.49,56.42,20.02,466.34,69327.14,243.78,,production,OP
17-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.761,108.151,166.585,,47.71350,%,48.18,55.03,19.71,463.64,68816.51,241.88,,production,OP
18-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.923,108.148,167.474,,47.69517,%,47.45,58.94,19.01,459.37,68361.17,240.96,,production,OP
19-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.035,108.147,167.639,,47.68624,%,47.40,58.31,18.92,458.09,68466.24,240.67,,production,OP
20-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,22.42,216.045,108.021,168.827,,43.93395,%,47.22,55.55,18.54,290.87,44919.06,139.31,,production,OP
21-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.112,108.142,170.300,,47.97656,%,44.81,56.70,16.29,487.33,72965.95,255.69,,production,OP
22-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.062,108.176,168.716,,47.70091,%,46.35,58.76,17.87,468.63,69274.03,242.24,,production,OP
23-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.205,108.182,169.048,,47.71833,%,46.16,58.98,17.68,465.25,69890.63,239.87,,production,OP
24-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.378,108.182,169.281,,47.63336,%,46.10,59.72,17.61,466.58,69742.96,232.45,,production,OP
25-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.526,108.183,169.771,,47.65598,%,45.76,59.47,17.27,464.22,69237.42,233.39,,production,OP
26-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.614,108.183,170.112,,47.60958,%,45.50,60.04,17.05,458.90,68830.60,251.50,,production,OP
27-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.844,108.183,170.957,,47.59103,%,44.89,58.89,16.44,460.83,68637.71,260.12,,production,OP
28-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.087,108.183,171.445,,47.60245,%,44.64,59.25,16.20,457.95,68330.74,245.26,,production,OP
29-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.966,108.191,171.367,,48.13160,%,44.60,56.66,16.15,481.51,71884.80,258.75,,production,OP
30-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,214.626,108.233,169.636,,48.71677,%,44.99,57.16,16.52,489.43,72278.48,243.17,,production,OP
31-Jul-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.092,108.220,171.845,,48.71789,%,43.25,58.96,14.72,375.93,56054.71,218.34,,production,OP
01-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.027,108.221,171.356,,48.72132,%,43.67,59.04,15.15,378.38,56399.27,218.27,,production,OP
02-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.155,108.217,172.016,,48.70453,%,43.14,58.06,14.60,379.41,56289.52,217.93,,production,OP
03-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.130,108.217,171.879,,48.69856,%,43.25,57.61,14.74,377.42,56568.78,212.92,,production,OP
